node_id,smiles
260,O=CN1CCCCC1
261,ClC=C(Cl)Cl
262,Nc1ccccc1CO
263,Cc1cnc[nH]1
264,[Cl-].[Tl+]
265,CCCCCCCCCCS
266,CS(=O)(=O)F
267,Cc1cn[nH]c1
268,Ic1cn[nH]c1
269,O=S(O)(O)=S
270,O=C(O)CCCCO
271,NCCc1ccccc1
272,CCOCCOCCOCC
273,N=[13C](N)O
274,CC(C)C(=O)O
275,CCCCCCCNC=O
276,CS(C)(=O)=O
277,Nc1nnc(S)s1
278,COc1ccccc1O
279,Cc1cc[nH]c1
280,Oc1ccccc1Br
281,O=[Mo](=O)S
282,SCc1ccccc1I
283,O=S(=O)(O)O
284,[Li+].[OH-]
285,CC(C)(O)C#N
286,N[14C](N)=O
287,CC(O)C(=O)O
288,Oc1ccccc1Cl
289,C[C@H](O)CO
290,[Na+].[OH-]
291,Cl[223Ra]Cl
292,NCCN1CCOCC1
293,Cc1ncsc1CCO
294,O=CCc1ccccc1
295,O=CNC1CCCCC1
296,Clc1ccccc1Cl
297,CC(=O)O[Hg+]
298,Cc1ccc(O)cc1
299,CNCCc1ccccn1
300,NCCCc1ccccc1
301,NC(CO)(CO)CO
302,CCCCCCC(=O)O
303,C=C(N)C(N)=O
304,O=[Mo+6](O)O
305,[Cl-].[NH4+]
306,Cc1cccc(O)c1
307,C[N+](C)(C)C
308,Oc1cccc(O)c1
309,Oc1ccc(O)cc1
310,C[C@H](O)C=O
311,Cn1cc[nH+]c1
312,CC(C)(C)OC=O
313,[C-]#[N+]CCC
314,CC(=O)C(=O)O
315,Oc1ccc(I)cc1
316,CC(C)CC(=O)O
317,CCCCNC(=N)NO
318,CCCCCCC(O)CO
319,Cl[Al](Cl)Cl
320,O=C(O)C(=O)O
321,NNCCc1ccccc1
322,[Cu+2].[O-2]
323,CN(C)CC(=O)O
324,CCCCCCC(N)=O
325,CC(=O)C(N)=O
326,CCOP(=O)(O)O
327,C/C=C/C(=O)O
328,NCCCCCC(=O)O
329,NCc1cc(O)no1
330,CCCc1ccccc1N
331,OCCN(CCO)CCO
332,CCCCCCC(C)NN
333,C[C@H](O)CCO
334,C[C@@H](O)CO
335,C=C(N)C(=O)O
336,N=C(N)NCCCCN
337,CCS(=O)(=O)O
338,C[C@H](O)CBr
339,CSCC(=O)[O-]
340,[Mg+2].[O-2]
341,NC(=O)C(=O)O
342,CC(C)SC(=N)N
343,Nc1ccc(N)cc1
344,Cc1ncsc1CCCl
345,CC[C@@H](C)O
346,Nc1ccc(O)cc1
347,CC[Se]C(=N)N
348,CSC[S@](C)=O
349,CN(CCCl)CCCl
350,C1CO1.CC1CO1
351,OCCCCCCCCNCO
352,COCCOCCOCCOC
353,COP(O)(=S)OC
354,CC(C)NC(=N)NO
355,O=CNCc1ccccc1
356,O=[As]O[As]=O
357,O=C(O)C(Cl)Cl
358,O=C(O)c1cscn1
359,Cn1cc[nH]c1=S
360,CCCCCCCCCCOCO
361,CC[Si](C)(C)C
362,NCCc1ccn[nH]1
363,OCc1cccc(I)c1
364,Cc1cccc(O)c1O
365,Cc1c(N)cccc1F
366,CCN(CC)C(=S)S
367,O=CCP(=O)(O)O
368,NCCS(=O)(=O)O
369,NC(=O)CC(=O)O
370,NCCCCc1ccccc1
371,Cc1ccc(O)cc1C
372,COc1ccc(O)cc1
373,Oc1cccc(Cl)c1
374,CCCCCCCC(=O)O
375,C[As](C)(=O)O
376,NCCOP(=O)(O)O
377,O=C[C@H](O)CO
378,O=C1CSC(=O)N1
379,CCCCP(=O)(O)O
380,CCC(=O)C(=O)O
381,O=C(O)C1CSCN1
382,O=C([O-])[O-]
383,Oc1ccc(Cl)cc1
384,OB(O)c1ccccc1
385,N=C(N)NC(=N)N
386,CC(C)CCC(=O)O
387,OC[C@@H](O)CS
388,[C-]#[N+]CCCC
389,C[PH](=O)[O-]
390,CCCCCCCCCCC=O
391,O=S(=O)(O)CCS
392,C=C(NC)C(=O)O
393,Nc1cncc(Cl)n1
394,Cc1ccc(N)cc1C
395,C=CCNc1ccccc1
396,N#CCCCSC(=N)N
397,O=P([O-])(O)O
398,O=COCc1ccccc1
399,c1ccc2occc2c1
400,CC(=O)CC(=O)O
401,O=C(O)C(=O)CO
402,NCCc1c[nH]cn1
403,CCCCCCCCCCCCO
404,C=CS(=O)(=O)O
405,O=[Fe]O[Fe]=O
406,O=C(O)CC(=O)O
407,C=CCc1ccccc1O
408,Cc1[nH+]ccn1C
409,NC[C@@H]1CCCN1
410,C[N+](C)(C)CCS
411,O=CC(Cl)(Cl)Cl
412,CCCCCCCCCCOC=O
413,O=Cc1ccc(CO)o1
414,Cn1ccc(N)nc1=O
415,O=Cc1ccc(O)cc1
416,N=c1cc[nH]cc1N
417,NCCCS(=O)(=O)O
418,O=C(O)c1nsnc1O
419,OCc1ccc(Br)cc1
420,CC(N)Cc1ccccc1
421,O=C1CCNC(=O)N1
422,OC[C@@H](O)CSO
423,N=C(N)NCC(=O)O
424,NCCc1ccc(O)cc1
425,FC(F)CC(F)(F)F
426,OCc1cccc(F)c1F
427,O=C(O)c1conc1O
428,NC1(C(=O)O)CC1
429,O=C(O)c1cccnc1
430,CCOP(O)(=S)OCC
431,O=CCCCC1CCNCC1
432,O=C(O)c1nonc1O
433,C[N+](C)(C)CCO
434,CC(NN)c1ccccc1
435,[NH3+]C1CCCCC1
436,COCCOCCOCCOCCO
437,C=CCSS(=O)CC=C
438,Cn1sc(Cl)cc1=O
439,CNC(C)CC1CCCC1
440,CCO[PH](=O)OCC
441,NCCCNCCCCNCCCN
442,OCc1ccc(F)cc1F
443,CC(=O)c1ccccc1
444,C[C@@H](Cl)CCl
445,CC(=O)NCC(=O)O
446,NC(=O)c1cccnc1
447,NC(=O)c1cnccn1
448,CCCNCCCNCCCNCC
449,O=[Se](=O)(O)O
450,O=CN(O)CC(=O)O
451,O=C(O)c1ccccc1
452,NC1CC1c1ccccc1
453,CN1CC(=O)NC1=N
454,OCCc1ccc(F)cc1
455,c1ccc2cnccc2c1
456,CSCCC(N)C(=O)O
457,O=C(O)CCC(=O)O
458,CC(C)(N)C(=O)O
459,NCCCCCCCNC(N)N
460,C=CCN.ClCC1CO1
461,CCOC(=O)C(C)=O
462,CC(=O)CCC(=O)O
463,COc1cc(CO)ccc1O
464,CSCCC(=O)C(=O)O
465,Nc1ccccc1C(=O)O
466,CC(C)[C@H](N)CO
467,Cc1ccc(O)c(O)c1
468,N[C@@H]1CCOC1=O
469,CCN1C(=O)CCC1=O
470,CNC(=O)c1cccnc1
471,O=S(=O)(O)CCNCl
472,COC(=O)c1cccnc1
473,OC/C=C/c1ccccc1
474,Oc1ncnc2c1N=NC2
475,COc1cc(OO)ccc1O
476,O=C(O)P(=O)(O)O
477,Cc1ccc(C)c(N)c1
478,O.O.O.O.[98Tc-]
479,O=P(=O)OCCC[O-]
480,[NH3+]CC1CCCCC1
481,CCCC(CCC)C(=O)O
482,C[N+](C)(C)CC=O
483,FC(F)(F)C(Cl)Br
484,CCCC[C@H](N)C=O
485,COc1nccnc1C(C)C
486,C[C@H](N)C(=O)O
487,N[C@@H]1CONC1=O
488,N[C@@H]1CCC=NC1
489,CC(=O)[C@H](C)O
490,Nc1cccc2cnccc12
491,C[N+](CO)(CO)CO
492,O=C(O)C1=CCCNC1
493,Cc1ccc(O)c(N)c1
494,CC(Cc1ccccc1)NN
495,CNC(C)CC1CCCCC1
496,NC(=O)c1ccccc1O
497,Nc1cc(F)cc(F)c1
498,S=C=NCCc1ccccc1
499,NC(CCO)(CCO)CCO
500,C=CC(N)CCC(=O)O
501,O=C(O)CCC(=O)CF
502,CC(=O)[O-].[K+]
503,OCCCCCCCCCCCCBr
504,C[Se]CC(=O)[O-]
505,Cc1ncc(C)c(N)n1
506,Cl[111In](Cl)Cl
507,NCC(=O)CCC(=O)O
508,O=C(O)c1ccccc1S
509,O=C(O)Cc1ccccc1
510,O=C([O-])O.[K+]
511,Oc1cc(O)cc(O)c1
512,Oc1cccc2cccnc12
513,CCCCCCCCCC(C)=O
514,O=C(O)CCCC(=O)O
515,NC(=S)Nc1ccccc1
516,C/C=C(\N)C(=O)O
517,NNC(=O)c1ccncc1
518,O=C(O)c1ccccc1O
519,OB(O)CCc1ccccc1
520,CC1OC(C)OC(C)O1
521,NCCCCCCNCCCCCCN
522,CC(O)CCOCCC(C)O
523,CCCCCCCCCC(=O)O
524,CCCCCCCCC(=O)OC
525,CCCC(CCC)C(N)=O
526,C[C@H](O)C(=O)O
527,O=c1cc(CO)occ1O
528,COCCOCCOCCOCCOC
529,CNC(C)CCC=C(C)C
530,CC(C)OP(=O)(O)O
531,C[Te]CC(=O)[O-]
532,O=C(NO)c1ccccc1
533,FS(F)(F)(F)(F)F
534,C[C@H](O)C[NH3+]
535,O=C(O)CCCc1cccs1
536,CCCCP(=O)(O)CCCN
537,CC[N+](CC)(CC)CC
538,OCc1ccc(Cl)cc1Cl
539,OCCOc1ccc(Cl)cc1
540,C=CCc1cccc(C)c1O
541,NCCCSC[C@H](N)CO
542,Cc1cc(N)c(N)cc1C
543,CC(=O)OP(=O)(O)O
544,NC(C(=O)O)C(=O)O
545,O=C/C=C/c1ccccc1
546,CCN1C(=O)C=CC1=O
547,N/C=C/OP(=O)(O)O
548,O=C(O)c1ccc[nH]1
549,O=C(O)CP(=O)(O)O
550,C[C@@H](O)C(=O)O
551,Oc1ccc2ccccc2c1O
552,O=C(O)CN(CCO)CCO
553,N[C@H](CO)C(=O)O
554,C/C=C(\NC)C(=O)O
555,NOC(=O)Nc1ccccc1
556,c1ccc2[nH]ccc2c1
557,CN(CC(=O)O)C(N)N
558,CC(C)C[C@@H](C)N
559,N[C@H](CS)C(=O)O
560,CN(C)CCCCSC(=N)N
561,OCCCCC(CCO)CCCCO
562,CC(=O)[O-].[Na+]
563,CN(C)c1ccc(O)cc1
564,COC(F)(F)C(Cl)Cl
565,CC(=O)[C@@H](C)O
566,CC(C(=O)O)C(=O)O
567,O=c1ccc2ccccc2o1
568,[NH3+]CCCCC(=O)O
569,Nc1cccc(B(O)O)c1
570,CCc1cc(CCN)ccc1O
571,Cc1ncc(CN)c(N)n1
572,O=S([O-])O.[Na+]
573,C[C@@H](N)C(=O)O
574,COc1nccnc1CC(C)C
575,NC1=NC(=O)N2CC12
576,NC1(C(=O)O)CCCC1
577,CC(C)C(=O)C(=O)O
578,O=C(O)CCC1CCCCC1
579,COC(=O)c1ccccc1O
580,O=C([O-])O.[Na+]
581,CC(C)c1ccc(N)cc1
582,CCOP(=O)(OCC)OCC
583,OC(O)C(Cl)(Cl)Cl
584,O=C(NO)c1ccccc1O
585,Cc1ncc(CO)c(N)n1
586,NC1N=c2ccccc2=N1
587,[O-][n+]1ccccc1S
588,N=C(O)CN1CCCC1=O
589,NNc1nncc2ccccc12
590,c1ccc2[nH]cnc2c1
591,O=C(O)CCc1ccccc1
592,C#CC(O)(C=CCl)CC
593,COC(=O)CCC(=O)CN
594,CC(=O)OCC(F)(F)F
595,O=[N+]([O-])[O-]
596,NC(=[NH2+])NCCCO
597,O=P([O-])([O-])F
598,CN1C(=O)CCC1(C)C
599,CC(COc1ccccc1)NN
600,C#C[C@H](N)C(=O)O
601,[Na+].[Na+].[S-2]
602,O=C(O)[C@H]1CCCN1
603,C=C[C@@H](O)CCCCC
604,CCCCCCCCCCCC(=O)O
605,C=C1C=NC(C)=NC1=N
606,OCCc1ccc(O)c(O)c1
607,N[C@@H](CO)C(=O)O
608,CC[C@@H](C)C(=O)O
609,O=C(O)CCCCCC(=O)O
610,Cc1ccccc1OCC(O)CO
611,Ic1ccc2c(c1)CNCC2
612,OCN(O)CCCc1ccccc1
613,CCOc1ccccc1C(=N)O
614,Nc1ccc(C(=O)O)cc1
615,CCC(=O)CCC(C)(C)O
616,O=C(O)[C@H]1CCCO1
617,O=P(O)(O)OC(CO)CO
618,O=C(O)c1ccc(O)cc1
619,CC1NCCOC1c1ccccc1
620,C#CCN(C)Cc1ccccc1
621,O=CCCSC(=O)CC[S-]
622,CN1CCN(C(=O)O)CC1
623,CCNCCCNCCCNCCCNCC
624,O=C(CP(=O)(O)O)NO
625,CCCSSC[C@H](N)C=O
626,Nc1ncnc2nc[nH]c12
627,N[C@@H](CS)C(=O)O
628,O=C(O)CN(O)C(=O)O
629,Cc1ccc2nc[nH]c2c1
630,CCCCCCCCCCOC(=O)S
631,N=C(O)[C@@H](N)CS
632,Cc1ncnc2nc[nH]c12
633,C/C=C\C(=O)C(=O)O
634,CN(C)C(=N)NC(=N)N
635,NCCCNCCSP(=O)(O)O
636,CC(C)(N)Cc1ccccc1
637,O=S(=O)([O-])[O-]
638,O=P([O-])([O-])CS
639,CCC[C@H](N)C(=O)O
640,CCOCCOCCOCCOCCOCC
641,Nc1cccc(C(=O)O)c1
642,CNCC/C=C/c1cccnc1
643,O=C(O)CCCc1ccccc1
644,Cc1c(O)c(=O)ccn1C
645,NCC[C@H](N)C(=O)O
646,CNC(C)Cc1ccccc1OC
647,CN(CC(=O)O)C(=N)N
648,O=Cc1ccc(O)c(O)c1
649,O=C(O)CCCCCCCCCCS
650,C=CCCCCCCCCC(=O)O
651,O=[N+]([O-])O[Ag]
652,O=C1Nc2ccccc2C1=O
653,C1=Cc2ccccc2NN=C1
654,Nc1[nH]c(=O)ncc1F
655,CC[C@@H](N)C(=O)O
656,COCCOCCOCCOCCOCCO
657,O=C(O)CCP(=O)(O)O
658,O=C(O)COP(=O)(O)O
659,Oc1ncnc2nc[nH]c12
660,CCCCC[C@H](C)NC=O
661,CCCCCCCCCCCCCCCCO
662,C[C@H](C=O)CC1CC1
663,O=C(O)CC(O)C(=O)O
664,CSC[C@H](N)C(=O)O
665,CC(N)Cc1ccc(O)cc1
666,C=C[C@H](N)C(=O)O
667,Cc1cccc2c1CCNC2=O
668,[O-][Cl+2]([O-])O
669,CCC(C)C(CC)C(N)=O
670,OB1OCc2cc(F)ccc21
671,Cc1cc(O)cc(C)c1Cl
672,O=C(O)/C=C/C(=O)O
673,CCCCCc1ccc(C)cc1O
674,C/C=C(/N)CCC(=O)O
675,CC(C)CC(=O)C(=O)O
676,NCCc1ccc(O)c(O)c1
677,O=C(O)C(=O)C(=O)O
678,O=C(O)/C=C\C(=O)O
679,S1SSSSSSS1.[99Tc]
680,Oc1ncnc2cc[nH]c12
681,O=[S@](O)c1ccccc1
682,[NH3+]CCCCOB1OCCO1
683,O=c1[nH]oc2c1CCNC2
684,COc1ccc(C(=O)O)cc1
685,CCCCCCCCCCCC(=O)Cl
686,FC(F)OC(F)C(F)(F)F
687,CCCCCCCCCCCCC(=O)O
688,COC(=O)/C=C/C(=O)O
689,O=C(O)CC(O)CC(=O)O
690,[NH3+]Cc1ccc(F)cc1
691,[Cl-].[Cl-].[Sn+2]
692,O=C(O)[C@@H]1CCCN1
693,N[C@@H](CCS)C(=O)O
694,N#CCCC(Br)(C#N)CBr
695,C[C@H](N)Cc1ccccc1
696,N[C@@H](CSO)C(=O)O
697,[Mg+2].[OH-].[OH-]
698,OB(O)c1cc2ccccc2s1
699,C[N+](C)(C)CC(=O)O
700,CCC(C)SSc1ncc[nH]1
701,O=C(O)c1cccc(O)c1O
702,NCCC[C@H](N)C(=O)O
703,[Ca+2].[Cl-].[Cl-]
704,CCOCCOCCOCCOCCOCCO
705,Nc1c(O)cccc1C(=O)O
706,Cn1cnc(N)c2ncnc1-2
707,NC(=O)c1nc(F)cnc1O
708,NC(=[NH2+])n1cncn1
709,[Cl-].[Cl-].[Co+2]
710,CC[C@@H](C)c1nccs1
711,CCCCCCCc1ccc(O)cc1
712,C[n+]1ccccc1/C=N/O
713,CCCCC(CC)COCC(O)CO
714,CC(=O)Nc1ccc(O)cc1
715,C[C@H]1CC=CC(=O)O1
716,COC(=O)c1ccc(O)cc1
717,NC(=O)c1cccc(O)c1O
718,CCc1cc(C(N)=S)ccn1
719,CSSC[C@H](N)C(=O)O
720,OCc1c[nH]c2ccccc12
721,COc1ccccc1OCC(O)CO
722,O=C(O)CCCCCCCCCCCO
723,c1ccc(Cn2ccnc2)cc1
724,Cc1ncc(CO)c(CO)c1O
725,CC(S)C(O)=NCC(=O)O
726,C[C@@H](O)c1ccccc1
727,CCCCCCc1ccc(O)cc1O
728,CNCC(O)c1ccc(O)cc1
729,Clc1cc(Cl)cc(Cl)c1
730,Cc1nc(N)nc2c1CSCC2
731,CNCCc1ccc(O)c(O)c1
732,C1CCN(C2CCNCC2)CC1
733,CCC1(C)CC(=O)NC1=O
734,CCCC[Sn](CCCC)CCCC
735,[Cl-].[Cl-].[Mg+2]
736,O=P(O)(NCCCl)NCCCl
737,N[C@H]1CC(O)=NC1=O
738,C1C2CC3CC1CC(C2)C3
739,O=C(O)c1ccc(Cl)cc1
740,O=C(CO)COP(=O)(O)O
741,[Ca+2].[N-]=C=[N-]
742,CSCC[C@H](N)C(=O)O
743,N[C@@H](CS)CC(=O)O
744,OC1=NC=C[C@H](O)N1
745,COc1ccc(CC(C)N)cc1
746,O=C1CN2C(=O)CCC2N1
747,Cc1cc2nc[nH]c2cc1C
748,C=C(C#N)C(=O)OCCCC
749,O=C(O)[C@@H]1CSCN1
750,CCCCCCCCCCCCCCCC=O
751,Oc1ccc2c(O)cccc2c1
752,C1N2CN3CN1CN(C2)C3
753,C=Cc1ccc(O)c(OC)c1
754,O=C(COP(=O)(O)O)NO
755,Nc1nc(O)c(N)c(O)n1
756,OB1OCc2cc(Cl)ccc21
757,O=P([O-])(O)O.[K+]
758,NOCC[C@H](N)C(=O)O
759,N[C@@H](CCO)C(=O)O
760,NC(=O)c1cncc(Br)c1
761,COc1cccc(C(N)=O)c1
762,CNC(C)(C)Cc1ccccc1
763,COCCOCCOCCOCCOCCOC
764,O=CN(O)CCP(=O)(O)O
765,O=P(O)(O)Oc1ccccc1
766,NC[C@@H](CO)C(=O)O
767,Oc1cc2cc[nH]c2cc1O
768,[Fe+3].[O-2].[OH-]
769,[Cl-].[Cl-].[Sr+2]
770,O=C(OCCO)c1ccccc1O
771,N[C@H](CC=O)C(=O)O
772,N[C@@H](CSS)C(=O)O
773,S=c1[nH]c2ccccc2s1
774,COc1ccc2nc[nH]c2c1
775,Cc1ncc(CO)c(CN)c1O
776,NNc1ccc(C(N)=O)nn1
777,[Cl-].[Cl-].[Zn+2]
778,C=C=CCNCCCCNCC=C=C
779,N=C(N)c1ccc(CO)cc1
780,O=C(O)c1ccc(O)cc1O
781,C[C@H](O)CC(C)(C)O
782,O=C(O)CCCCc1ccccc1
783,Oc1c(Br)cc(Br)cc1Br
784,CCS/C(N)=N/c1ccccc1
785,N=C(N)Nc1ccc(CO)cc1
786,CCCC/N=C(\N)N=C(N)N
787,CC[C@@](C)(N)C(=O)O
788,Cc1cccc2sc3nncn3c12
789,C=CCc1ccc(O)c(OC)c1
790,FC(F)OC(F)(F)C(F)Cl
791,Nc1ncccc1NCc1ccccc1
792,CCCc1cc(C(=N)S)ccn1
793,NCC1(c2ccccc2)CCCC1
794,CC(=O)NCCc1cnc[nH]1
795,O[C@H]1CSSC[C@@H]1O
796,N/C(=N\CCC[NH3+])NO
797,Cc1cccc(C)c1OCC(C)N
798,CC(C)(O)C(Cl)(Cl)Cl
799,C[C@H](CN)C(=O)[O-]
800,O=c1ccc2ccccc2[nH]1
801,Cn1c(=O)ccc2ccccc21
802,NC1(c2ccccc2)CCCCC1
803,Nc1ccc(CCC(=O)O)cc1
804,CCCC[C@@H](N)C(=O)O
805,O=S(=O)(O)Oc1ccccc1
806,CCCCCC[C@@H](C)N=CO
807,NC1=NCC(c2ccccc2)O1
808,N[C@H](CCCCO)C(=O)O
809,CC(Cc1ccccc1)NCCC#N
810,Brc1nc[nH]c2ncnc1-2
811,O=P([O-])(O)O.[Na+]
812,COc1cc(C(C)=O)ccc1O
813,NCC1(CC(=O)O)CCCCC1
814,O=C([O-])CCCO.[Na+]
815,Oc1ccc(-n2ccnc2)cc1
816,CC(C)(N)Cc1ccccc1Cl
817,CCNCC(O)c1cccc(O)c1
818,Cc1ccc(CCC(=O)O)cc1
819,O[C@@H]1CSSC[C@H]1O
820,O=C(O)CCCCCCCC(=O)O
821,CC(C)=CCC/C(C)=C/CO
822,CC[C@H](N)Cc1ccccc1
823,COc1ccc(CC(N)=O)cc1
824,Cc1ncc(CO)c(C=O)c1O
825,N[C@@H](CCCO)C(=O)O
826,CC=Cc1ccc(O)c(OC)c1
827,CC(CC=O)CCCC(C)(C)O
828,O=C([O-])CC(=O)[O-]
829,Nc1ncccc1OCc1ccccc1
830,Cc1cc(=O)oc2ccccc12
831,CSCC[C@@H](N)C(=O)O
832,NC(=[NH2+])c1ccccc1
833,O=C(O)Cc1cc(O)ccc1O
834,Cc1ccc(C(C)C)c(O)c1
835,N[C@H](CO)Cc1ccccc1
836,O=CN(C1CCCC1)C1CCC1
837,CCOC(=O)c1ccc(N)cc1
838,NCc1ccccc1-c1ccccc1
839,Oc1ccc(C(F)(F)F)cc1
840,NCCCC[C@H](N)C(=O)O
841,O=CN(O)CCCP(=O)(O)O
842,O=[V](=O)[O-].[Na+]
843,CC(C)[C@H](N)C(=O)O
844,CCOC(=O)c1ccc(O)cc1
845,CCN(C)Cc1cnc(C)nc1N
846,O=C(O)CCC(=O)C(=O)O
847,FC(F)OC(Cl)C(F)(F)F
848,O=P(O)(O)OP(=O)(O)O
849,NCCc1c[nH]c2ccccc12
850,CC(O)C(=O)[O-].[K+]
851,C=C(C=O)CCP(=O)(O)O
852,O=P([O-])([O-])[O-]
853,O=C(CCCl)NCc1ccccc1
854,N[C@H](CO)CC1CCCCC1
855,O=c1cc(O)c2ccccc2o1
856,NC(N)=NCCN1CCCCCCC1
857,CCCCCCCCCCCCCC(=O)O
858,CN[C@H](C)Cc1ccccc1
859,FC(F)(F)COCC(F)(F)F
860,CCCCCCCCCCP(C)(C)=O
861,CC[C@@H](N)CCC(=O)O
862,COCCOc1cc(C)nc(N)n1
863,Nc1ncc(Cc2ccccc2)s1
864,O=C[C@@H]1CCC(O)=N1
865,NCc1ccc(-c2cccs2)s1
866,COC(=O)C1=CCCN(C)C1
867,O=P(O)(O)CP(=O)(O)O
868,O=C(O)CCc1ccc(O)cc1
869,C[C@H](O)[C@@H](C)O
870,c1ccc(CC2=NCCN2)cc1
871,COC(=O)/C=C/C(=O)OC
872,CNCc1ccccc1-c1cccs1
873,NC(N)=NCc1cccc(I)c1
874,O=S(=O)(O)Cc1ccccc1
875,O=C(O)C(=O)c1ccccc1
876,O=C(O)CCCCCCCCCCCBr
877,c1ccc([C@@H]2CO2)cc1
