smiles1,smiles2,label
9450,4662,1.0
7001,20,1.0
3108,5130,0.0
9469,2270,1.0
8901,2773,0.0
577,8953,0.0
4321,7807,0.0
2047,1322,0.0
5153,6116,1.0
6835,1741,0.0
7134,8429,0.0
8154,8642,1.0
6826,1914,0.0
8021,5383,0.0
8574,4889,1.0
3666,829,0.0
1457,926,1.0
7355,8342,0.0
7936,2421,1.0
1757,4963,1.0
2082,6886,1.0
9414,9514,1.0
6676,4850,1.0
8326,1946,0.0
8595,4488,1.0
1511,314,0.0
5530,735,1.0
4877,3403,0.0
6923,9174,1.0
4958,5342,0.0
5271,4323,0.0
7201,3471,1.0
9374,8110,0.0
7682,8906,1.0
7007,1213,0.0
2108,6269,0.0
4604,695,1.0
287,9569,0.0
6761,2515,1.0
420,3759,1.0
3046,2710,1.0
2180,6848,1.0
4734,7907,1.0
1756,5687,0.0
9068,4674,0.0
397,2787,0.0
1399,3710,0.0
2053,2546,1.0
9083,5823,0.0
1198,188,1.0
8574,6963,1.0
3151,6407,1.0
9563,4121,0.0
5809,6387,1.0
7921,8812,0.0
6425,3990,0.0
1151,444,0.0
2001,3298,1.0
733,4459,1.0
4673,1451,1.0
3314,9073,0.0
6790,1681,0.0
2161,4100,0.0
4468,2082,0.0
5720,6349,1.0
1923,7202,0.0
4185,6052,0.0
4411,7409,0.0
4580,7219,1.0
7507,2701,0.0
4265,7546,1.0
6951,1993,0.0
5086,9261,0.0
6049,651,1.0
8928,6329,1.0
226,2836,0.0
5740,4912,0.0
2388,4963,1.0
5662,4459,1.0
1511,2391,1.0
2173,5170,1.0
5459,8006,1.0
3586,3605,1.0
2709,7677,0.0
1494,4734,1.0
4323,8138,0.0
4815,9174,1.0
9130,9404,1.0
2901,6688,0.0
8881,7809,1.0
4830,5804,0.0
6211,7396,0.0
3489,3867,1.0
9469,6349,1.0
4686,7924,0.0
2635,6885,1.0
4236,9641,0.0
1549,3687,0.0
4883,8195,0.0
4191,7342,0.0
1423,3616,1.0
1304,4802,0.0
2030,2295,0.0
4932,7752,1.0
8239,3491,0.0
6809,6270,0.0
6422,8346,0.0
3326,8123,0.0
8764,2609,1.0
1018,4006,0.0
759,1984,0.0
9130,3022,1.0
8367,9035,0.0
7799,3357,0.0
8142,1973,0.0
1685,8726,1.0
2117,4816,0.0
9472,6260,1.0
377,1267,0.0
1481,6652,0.0
4363,7079,1.0
3654,9424,0.0
6916,2414,1.0
2193,6583,1.0
9197,1687,0.0
8595,8859,1.0
8882,1598,1.0
5200,6380,1.0
6606,8432,1.0
3514,7953,0.0
4703,714,1.0
4628,6600,0.0
8451,4377,0.0
3398,4984,1.0
2658,2725,1.0
9447,518,0.0
2354,6580,1.0
9584,7920,0.0
1098,8496,0.0
5888,6964,0.0
4495,7344,1.0
1821,1258,1.0
1195,5694,1.0
3834,8701,1.0
321,5955,1.0
5892,2088,0.0
4901,634,1.0
6352,8975,0.0
4662,5506,1.0
175,7969,0.0
3581,7906,0.0
3759,1319,1.0
7353,3713,0.0
5829,3192,1.0
3196,6387,1.0
9573,2099,1.0
3458,1524,1.0
4318,2383,1.0
7914,3821,0.0
9531,1372,0.0
4075,423,0.0
8049,2625,1.0
8276,8536,1.0
3721,4820,0.0
2506,3536,0.0
481,6160,1.0
3,3213,0.0
8812,6580,1.0
3493,3470,1.0
7523,6828,0.0
879,5782,1.0
815,6121,0.0
9401,8945,0.0
2299,1996,1.0
5472,8790,1.0
5049,4229,0.0
759,4666,0.0
2875,3394,0.0
6490,2011,1.0
4891,6519,0.0
7471,1196,0.0
8753,9130,1.0
5131,4550,0.0
3412,4932,1.0
1807,6415,0.0
3322,6583,1.0
5377,8089,0.0
3050,6086,1.0
3569,746,0.0
9439,6811,1.0
3497,8715,1.0
4703,9064,1.0
8560,4932,1.0
689,1984,0.0
4932,6961,1.0
6535,4497,0.0
2586,948,1.0
7754,3769,0.0
9142,2060,0.0
4944,6303,0.0
9034,6872,0.0
6387,3480,1.0
5449,8710,0.0
5218,2441,0.0
5898,3177,1.0
9536,5983,1.0
8725,340,1.0
9448,2315,1.0
329,2946,0.0
7268,9319,0.0
7892,626,0.0
8706,263,0.0
3647,1024,0.0
3492,6920,1.0
3473,8628,1.0
3046,4421,1.0
4642,8560,0.0
2822,3469,0.0
1481,4595,0.0
2740,7040,1.0
452,2130,1.0
123,846,0.0
5094,6318,0.0
7740,756,0.0
1137,4332,0.0
5898,1568,1.0
5012,9414,1.0
9539,4232,0.0
9418,5670,1.0
7590,7619,0.0
4604,9174,1.0
4174,3302,1.0
4602,7867,0.0
4053,8560,1.0
4679,6848,1.0
6298,2725,1.0
4398,4452,0.0
6318,9409,1.0
6760,666,0.0
2768,4861,1.0
5423,6884,0.0
4673,5459,1.0
6668,6034,0.0
9527,6427,0.0
2012,8212,0.0
7909,7990,0.0
3302,1195,1.0
198,738,0.0
5636,6149,0.0
1857,1757,1.0
926,6395,0.0
3682,962,0.0
406,7096,0.0
8003,4072,0.0
2479,6407,1.0
3050,4004,1.0
4139,7201,1.0
8812,5048,1.0
7722,975,0.0
6786,7247,1.0
1743,8421,0.0
3077,2130,1.0
2418,9316,0.0
5720,8421,0.0
9514,5929,1.0
9418,1277,0.0
4672,3086,1.0
6880,4653,0.0
8812,9249,1.0
8715,2537,1.0
6115,4543,0.0
2941,6920,1.0
1996,2191,1.0
1377,3535,0.0
7055,498,0.0
9536,9469,1.0
4663,6158,0.0
4191,8471,1.0
112,9496,0.0
7884,7971,0.0
117,4098,0.0
321,2637,1.0
1367,5506,1.0
2091,9426,1.0
8493,1025,0.0
5480,4997,0.0
2156,138,0.0
634,9507,1.0
9157,2659,0.0
6404,1820,0.0
7447,5194,1.0
8324,5327,0.0
9203,8276,1.0
1511,1123,1.0
839,8582,0.0
8671,576,0.0
8574,8651,1.0
1962,4561,1.0
9485,2202,0.0
778,4945,0.0
3862,4503,0.0
6500,460,0.0
4934,8429,0.0
636,873,1.0
2658,7308,1.0
8592,6844,0.0
970,1381,1.0
6919,7682,1.0
7752,8143,1.0
816,8125,0.0
5319,3302,1.0
8666,1116,0.0
1423,814,1.0
3148,4529,0.0
3310,4403,1.0
2199,7801,0.0
4493,5294,0.0
2872,9442,1.0
8204,8751,0.0
6156,3939,0.0
6327,9159,0.0
9320,5172,1.0
7745,9609,0.0
6989,8471,1.0
771,3154,0.0
8764,9174,1.0
4392,4697,1.0
6387,6407,1.0
9432,5506,1.0
8651,5094,1.0
2992,1211,1.0
5779,2990,1.0
7234,2453,1.0
3185,1956,0.0
3278,458,0.0
6298,7275,1.0
3464,814,1.0
918,2709,0.0
1990,3473,1.0
1060,6843,0.0
5580,5459,1.0
8574,4641,1.0
2082,4302,1.0
8197,8775,0.0
2356,6585,1.0
5559,9386,0.0
6919,9064,1.0
1683,6810,0.0
2859,9340,0.0
7289,2726,1.0
5898,5135,0.0
1212,4932,1.0
1497,4565,0.0
9450,6963,1.0
2804,6802,0.0
8923,2609,1.0
8972,321,1.0
6387,5017,1.0
3448,9046,0.0
2658,1612,1.0
438,6143,0.0
9448,5356,1.0
6517,9217,1.0
2637,6920,1.0
9623,5352,0.0
11,2201,0.0
2114,7359,0.0
9234,1184,0.0
3481,452,1.0
4889,6213,1.0
2128,6648,0.0
755,1375,0.0
2510,9648,0.0
557,3325,0.0
5733,4207,0.0
920,4021,0.0
798,4063,0.0
3046,4950,0.0
8287,6716,0.0
6773,6966,0.0
8725,3305,1.0
6767,3499,1.0
234,3019,0.0
8628,8589,1.0
5662,1719,1.0
8619,7633,1.0
5102,995,0.0
8562,1010,1.0
8498,6765,0.0
8871,4995,0.0
1918,7556,0.0
6614,8960,0.0
7097,1748,0.0
9438,3571,0.0
9469,3665,1.0
8051,5559,0.0
1598,7219,1.0
3468,6510,0.0
6761,6265,1.0
2119,2181,1.0
1192,9151,0.0
4749,9064,1.0
1788,5955,1.0
9343,9205,0.0
4496,4601,1.0
1908,2193,1.0
5163,6132,1.0
3196,9640,1.0
4320,439,0.0
1527,7095,0.0
8456,9372,0.0
4396,6761,1.0
7234,8928,1.0
1186,822,0.0
4111,4102,0.0
9376,9367,1.0
2180,4421,1.0
3092,2236,1.0
7226,2534,0.0
3077,4403,1.0
7207,948,1.0
3458,2304,1.0
1558,4870,0.0
5530,4580,1.0
2380,4558,0.0
182,2066,1.0
3656,3725,1.0
4915,733,1.0
9573,7052,1.0
3398,6430,1.0
3264,2788,0.0
4958,7602,0.0
5472,9472,1.0
6275,2633,0.0
399,3518,0.0
3473,6213,1.0
865,7355,0.0
4150,7079,1.0
962,5809,1.0
321,2824,1.0
1588,8577,0.0
3571,452,1.0
7327,2134,0.0
1857,2082,1.0
7404,119,0.0
9520,2056,0.0
3200,5002,0.0
6193,9608,0.0
1580,1554,0.0
1990,2236,1.0
1598,5694,1.0
5178,8790,1.0
7553,745,0.0
1461,5990,0.0
5919,7888,0.0
7167,2440,1.0
3545,8152,0.0
7798,6828,1.0
1469,2307,0.0
3705,4112,1.0
7907,8741,1.0
7052,8143,1.0
7937,2145,0.0
8639,8136,1.0
6298,3101,0.0
6751,8815,0.0
7327,829,0.0
9507,462,0.0
6639,6178,0.0
3834,3562,0.0
2805,9565,0.0
2458,4157,0.0
8680,8582,1.0
2169,813,1.0
2173,6958,0.0
2730,2737,1.0
7628,3841,0.0
4883,8143,1.0
305,960,0.0
9251,2772,0.0
2824,5725,0.0
3938,8199,0.0
1061,1448,0.0
3705,9547,1.0
4493,9019,0.0
3082,6894,0.0
4132,3158,0.0
4703,4412,1.0
9307,3373,0.0
7520,5402,0.0
3383,2734,0.0
30,5792,0.0
7995,2737,1.0
636,4930,1.0
5580,1937,1.0
7683,2264,0.0
2585,772,0.0
2405,1647,1.0
3093,5412,0.0
5580,4604,1.0
3725,7514,1.0
4062,167,0.0
6982,4751,0.0
1854,8450,1.0
1821,4997,1.0
2036,963,0.0
2236,1910,0.0
3389,5272,0.0
1035,3025,0.0
4526,3156,1.0
2632,1039,1.0
1062,8715,1.0
7309,7920,1.0
5587,701,0.0
2730,2514,1.0
2383,3331,0.0
8628,8854,1.0
9240,5072,0.0
2553,2383,1.0
879,6923,1.0
4317,7999,1.0
3535,6060,0.0
2053,1821,1.0
2364,9300,0.0
3196,7514,1.0
8507,4096,0.0
8485,9328,0.0
8013,5509,0.0
7555,7853,1.0
9442,9249,1.0
8743,3176,0.0
5459,3838,1.0
8638,5590,0.0
4901,8790,1.0
1569,5148,1.0
6521,694,0.0
5319,5670,1.0
3635,2099,1.0
3526,1087,0.0
5773,6212,0.0
9008,2091,0.0
2871,7126,0.0
353,9041,0.0
1154,741,0.0
4082,4392,1.0
3480,4932,1.0
6539,7546,1.0
8882,1990,1.0
7847,9613,0.0
445,616,0.0
117,3814,0.0
3735,6849,1.0
4948,1009,0.0
2515,6407,1.0
6258,6964,0.0
2408,5085,0.0
4083,9083,0.0
5286,5670,1.0
1234,5634,0.0
926,3749,0.0
7201,6333,1.0
6042,9542,0.0
2473,1290,0.0
4962,7675,1.0
8628,5322,1.0
8317,7247,1.0
8276,1327,1.0
8245,7735,1.0
2795,3597,0.0
7935,1047,0.0
1444,2011,1.0
4901,8781,1.0
5274,2401,0.0
4070,2154,0.0
5661,3539,0.0
8884,5945,0.0
5436,7464,0.0
5887,7571,0.0
3050,5652,1.0
3760,3032,1.0
6807,4767,0.0
3288,5720,1.0
695,948,1.0
5079,400,0.0
4915,2394,1.0
5143,7957,0.0
1168,3760,1.0
5727,8829,0.0
4932,6260,1.0
14,2277,1.0
2569,9514,1.0
4561,2015,1.0
8709,3399,0.0
2139,671,0.0
9049,6503,1.0
4901,7682,1.0
2035,3193,1.0
5084,9174,1.0
4852,1319,1.0
2587,2721,1.0
6588,657,0.0
6082,9096,0.0
4150,3977,0.0
1481,9627,0.0
2095,3587,0.0
3656,2022,1.0
2398,6811,1.0
1801,6794,0.0
2873,7210,0.0
5170,926,1.0
9640,2637,1.0
8202,2193,0.0
321,7396,1.0
6104,965,0.0
8302,8102,1.0
5064,3591,0.0
8525,2597,0.0
1631,752,1.0
3635,4214,1.0
4501,3769,1.0
1987,1932,1.0
8926,7420,1.0
2438,5284,0.0
696,1979,0.0
1258,9119,1.0
5449,452,0.0
8817,2181,1.0
3288,9064,1.0
1678,4697,1.0
2521,8516,1.0
3497,9472,1.0
4692,8903,0.0
5911,3503,0.0
7775,2844,1.0
5572,2157,0.0
8923,7555,1.0
2033,7341,0.0
7877,2024,0.0
1383,1990,1.0
8276,7437,1.0
9432,7853,1.0
5130,8906,1.0
1274,4437,0.0
3489,4151,1.0
2349,7693,0.0
4150,905,0.0
7322,7459,0.0
813,2181,1.0
5329,708,0.0
7301,6591,0.0
3458,583,1.0
5916,5218,0.0
5792,5094,1.0
4162,8903,0.0
7635,1553,0.0
985,5069,0.0
5997,7864,1.0
9532,8179,1.0
9629,2098,1.0
9288,7544,0.0
2156,8840,0.0
7909,4464,0.0
4033,4398,0.0
6326,9130,1.0
2535,7319,1.0
6577,681,0.0
2572,2710,1.0
2658,5286,1.0
4997,1996,1.0
8276,7351,1.0
6555,8741,1.0
3251,4014,0.0
6018,461,0.0
5662,2399,1.0
5084,5782,1.0
7261,419,0.0
4685,5518,0.0
3396,67,0.0
8919,6408,0.0
5023,9593,0.0
8715,813,1.0
4901,1598,1.0
3050,6132,1.0
2741,3532,0.0
9485,5214,0.0
1719,6848,1.0
7824,5614,0.0
2372,8606,0.0
1553,4599,1.0
8049,8136,1.0
1948,4580,1.0
1553,695,1.0
1000,2990,0.0
6761,2537,1.0
3656,520,1.0
2535,4599,1.0
6388,2685,0.0
7356,3854,0.0
1505,7440,0.0
7287,4963,1.0
919,2473,0.0
3340,1806,0.0
2730,2180,1.0
2439,4662,0.0
624,4595,0.0
239,4379,1.0
2509,4414,0.0
6472,2765,0.0
6884,3405,0.0
9447,5459,0.0
3725,8725,1.0
8581,6811,1.0
5115,77,0.0
7319,47,1.0
5348,4437,0.0
4303,7023,0.0
9405,78,0.0
7850,8276,1.0
1404,288,0.0
158,5482,0.0
7195,5739,0.0
4363,3111,1.0
7376,1756,1.0
2658,695,1.0
8669,4510,1.0
3474,3473,1.0
2867,4561,1.0
2006,744,0.0
9536,1617,1.0
3398,6317,1.0
6387,2299,1.0
2763,5867,0.0
6415,2480,0.0
1320,2130,1.0
3151,2015,1.0
2011,3151,1.0
2468,6661,1.0
7578,4443,0.0
4580,8756,1.0
2093,9449,0.0
5208,2000,0.0
6525,8676,0.0
1781,9272,0.0
9076,3496,0.0
2819,2832,0.0
6606,2066,1.0
1621,1279,0.0
1201,9174,1.0
4392,5980,1.0
4353,8492,1.0
8970,2805,0.0
634,2366,1.0
2962,1932,0.0
8721,5746,0.0
3656,4605,1.0
1885,4012,0.0
1367,1039,1.0
3387,315,0.0
5377,4852,0.0
7980,5510,0.0
6968,8393,0.0
3863,7435,0.0
9442,1002,1.0
6955,8431,0.0
1904,509,0.0
6134,3054,0.0
6796,8675,0.0
1459,6812,1.0
8940,3418,0.0
8562,4672,1.0
5544,7606,0.0
5174,6570,0.0
7396,4403,1.0
1069,9644,0.0
3586,7798,1.0
8334,9647,1.0
8688,7897,1.0
7640,6550,0.0
6490,3156,1.0
1422,5979,0.0
3326,5396,0.0
3307,4932,1.0
1407,748,0.0
1138,9545,1.0
321,2383,1.0
5319,9514,1.0
5563,520,1.0
1678,6213,1.0
4614,5559,0.0
8647,7904,0.0
5580,1613,1.0
2112,2844,1.0
4097,3279,0.0
497,8539,0.0
7587,6828,1.0
32,7956,0.0
4736,4841,0.0
3218,3203,1.0
957,7470,0.0
1138,1631,1.0
1553,2180,1.0
8036,8847,0.0
7319,9302,1.0
3177,3229,0.0
8431,8779,1.0
9414,4932,1.0
6685,7388,0.0
1474,7864,1.0
2756,215,0.0
4263,6585,1.0
8159,3845,0.0
8302,2450,1.0
9425,2961,0.0
9254,5523,0.0
5541,6211,0.0
9036,2721,1.0
1956,4112,1.0
5586,1138,1.0
6534,8585,0.0
8389,9472,1.0
4592,2082,0.0
2191,7001,1.0
3586,4302,1.0
4353,7853,1.0
9414,8388,1.0
1174,4618,0.0
1729,5535,0.0
9623,8625,0.0
4932,2399,1.0
9192,8166,0.0
2569,3716,1.0
5472,2001,1.0
3046,2440,1.0
7936,3077,1.0
8042,1050,0.0
3480,3022,1.0
8971,7426,0.0
6949,2001,1.0
7158,5040,0.0
9413,5172,1.0
5459,5720,1.0
5980,5459,1.0
4566,8976,1.0
2872,4353,1.0
6967,2812,0.0
2091,8779,1.0
4672,2180,1.0
589,7864,1.0
2546,2366,1.0
6064,4195,0.0
2028,1763,0.0
2566,7688,0.0
3354,463,0.0
7290,6094,0.0
3719,5447,0.0
2569,5506,1.0
7798,1945,1.0
3656,5652,1.0
5692,8779,1.0
7667,8628,1.0
165,4444,0.0
1696,6333,0.0
8733,4745,0.0
7994,1812,0.0
2658,3571,1.0
8114,9316,0.0
806,977,0.0
9536,6503,1.0
2414,5286,1.0
335,7861,0.0
2173,8276,1.0
5174,7418,0.0
1833,3137,1.0
5405,3305,1.0
1962,1423,1.0
3428,2130,1.0
2173,1168,1.0
7335,7806,0.0
8539,943,0.0
3496,2191,1.0
1741,1860,0.0
208,7315,0.0
3817,8415,0.0
6811,9174,1.0
5705,9257,0.0
8605,1328,0.0
6585,3521,1.0
2712,3247,1.0
8959,8409,0.0
5843,6886,1.0
1502,9439,0.0
2130,7020,1.0
5769,1762,0.0
2635,7864,1.0
2173,676,1.0
3218,4112,1.0
3694,5481,0.0
2294,6810,0.0
329,8015,0.0
2635,5358,1.0
5662,2637,1.0
2572,3092,1.0
9264,6435,0.0
2669,2353,0.0
452,3492,1.0
5665,5670,1.0
3493,1320,1.0
8336,2392,0.0
9573,2091,1.0
2153,207,0.0
1769,2181,1.0
3638,8489,0.0
9627,7599,1.0
3218,4610,1.0
2028,8512,0.0
7888,6004,0.0
4132,4408,0.0
8083,1299,0.0
1990,5459,1.0
7234,6885,1.0
3905,6653,0.0
9564,3128,0.0
6949,1258,1.0
5200,4819,1.0
2515,520,1.0
2653,7191,0.0
380,5975,0.0
4302,1647,1.0
6392,7555,1.0
1195,2786,1.0
9396,5594,0.0
6178,3430,0.0
2706,814,1.0
2962,5970,0.0
3144,5341,0.0
7579,7396,0.0
694,2903,0.0
465,1880,0.0
8536,2609,1.0
955,1904,0.0
4526,4773,1.0
6005,5689,0.0
9251,7212,0.0
478,2656,0.0
6707,7238,0.0
7586,4075,1.0
2468,8492,1.0
3417,2033,0.0
4672,5694,1.0
5342,1618,1.0
1378,2706,1.0
727,5830,0.0
4646,2059,0.0
4672,5652,1.0
9069,3396,0.0
4747,9085,0.0
8476,1663,0.0
6359,7659,0.0
774,1825,0.0
8812,6811,1.0
3712,7675,1.0
1658,4086,0.0
7363,9133,1.0
6326,2470,1.0
2635,3192,1.0
7060,2748,0.0
2792,666,0.0
5779,340,1.0
243,6528,0.0
8764,7001,1.0
8790,8502,1.0
2603,6407,1.0
452,5798,0.0
191,5624,0.0
9241,108,0.0
8006,8136,1.0
8407,242,0.0
3515,913,0.0
3196,9174,1.0
6317,340,1.0
6738,7555,1.0
2944,2544,0.0
2351,5898,1.0
7004,3497,0.0
8385,8790,1.0
6230,8281,0.0
2569,8923,1.0
4383,5683,0.0
2082,814,1.0
5472,4962,1.0
8179,9197,1.0
7367,476,0.0
2725,3471,1.0
2144,6711,0.0
5348,9338,0.0
2053,2283,1.0
4717,3363,0.0
5434,3930,0.0
2730,4490,1.0
2333,833,0.0
4720,3345,0.0
2867,2356,1.0
8432,7207,1.0
7246,3997,0.0
8041,5273,0.0
9550,7767,0.0
6352,9082,1.0
3046,2694,1.0
4520,2844,1.0
3105,4851,0.0
3429,6613,0.0
1732,6937,1.0
5995,2807,0.0
7656,1330,0.0
6058,7994,0.0
3712,9618,1.0
1136,3794,0.0
2991,7294,0.0
2586,8492,1.0
8812,5580,1.0
4651,6955,0.0
3458,2518,1.0
1258,5017,1.0
5149,4571,0.0
2471,5984,0.0
4604,6392,1.0
8276,8911,1.0
8574,6502,1.0
9426,6545,1.0
1307,7905,0.0
9576,7096,0.0
580,1121,1.0
9587,3977,0.0
8471,3179,1.0
3298,9409,1.0
1769,8471,1.0
65,4870,0.0
9093,9377,0.0
9017,5636,0.0
9238,7893,0.0
9376,2609,1.0
9180,1354,0.0
3986,3413,0.0
6909,6347,0.0
2419,4819,0.0
321,3984,1.0
7556,8821,0.0
7052,6586,1.0
4093,4379,1.0
2315,6848,1.0
8604,8574,0.0
3800,7045,0.0
6456,6383,0.0
2271,5782,0.0
1991,6404,0.0
4093,1956,1.0
4152,5324,0.0
5573,702,0.0
4561,7999,1.0
6678,691,0.0
6664,5459,1.0
789,5481,0.0
9544,8364,0.0
8715,6326,1.0
1168,1569,1.0
2022,8543,1.0
1423,8688,1.0
5217,5493,1.0
295,7592,0.0
2691,4291,1.0
4981,5558,0.0
5940,289,0.0
6696,6613,0.0
1850,75,0.0
2405,8595,1.0
3635,2421,1.0
2747,6323,0.0
6392,697,1.0
3656,8471,1.0
9084,5433,0.0
1590,3496,1.0
3716,4932,1.0
2872,3656,1.0
6289,6149,0.0
1990,8071,0.0
